GalaxyName,Class,PointIndex,RadiusKpc,RadiusFraction,aN_over_a0,SignedLogResidual_TPG,AbsLogResidual_TPG,CumulativeMeanSignedResidual,CumulativeSignedResidual,S_tau_eff_clipped_0_2,InterpretationGuardrail
NGC3741,C,10,2.33,0.332857,0.0147953,0.146768392,0.146768392,0.012431028,0.124310283,1.261944083,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,11,2.57,0.367143,0.0144349,0.207422738,0.207422738,0.030157547,0.331733021,1.381071587,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,12,2.8,0.4,0.0143858,0.229472155,0.229472155,0.046767098,0.561205176,1.426291719,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,13,3.26,0.465714,0.0134756,0.241676600,0.241676600,0.061760137,0.802881776,1.449157679,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,14,3.73,0.532857,0.0123269,0.235072300,0.235072300,0.074139577,1.037954077,1.431986275,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,15,4.21,0.601429,0.0119973,0.230151121,0.230151121,0.084540347,1.268105198,1.420878570,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,16,4.67,0.667143,0.0113668,0.241695272,0.241695272,0.094362529,1.509800470,1.442612922,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,17,5.14,0.734286,0.0107087,0.253304390,0.253304390,0.103712051,1.763104860,1.464370175,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,18,5.61,0.801429,0.00976364,0.273801035,0.273801035,0.113161439,2.036905895,1.503551204,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,19,6.07,0.867143,0.00886449,0.273871743,0.273871743,0.121619876,2.310777638,1.499885727,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,20,6.54,0.934286,0.00796174,0.274212827,0.274212827,0.129249523,2.584990465,1.496524993,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3741,C,21,7,1,0.00719628,0.307186335,0.307186335,0.137722705,2.892176800,1.561739584,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,1,0.87,0.0585464,0.197149,-0.536797399,0.536797399,-0.536797399,-0.536797399,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,2,1.74,0.117093,0.175391,-0.132678718,0.132678718,-0.334738058,-0.669476116,0.694312406,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,3,2.61,0.175639,0.189181,0.035173669,0.035173669,-0.211434149,-0.634302447,1.089894351,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,4,3.5,0.235532,0.213875,0.165974013,0.165974013,-0.117082109,-0.468328434,1.469398626,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,5,4.37,0.294078,0.23444,0.083534586,0.083534586,-0.076958770,-0.384793849,1.232807708,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,6,5.24,0.352624,0.248946,0.045792796,0.045792796,-0.056500175,-0.339001053,1.127560662,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,7,6.11,0.411171,0.247159,0.038530952,0.038530952,-0.042924300,-0.300470100,1.106699010,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,8,6.98,0.469717,0.236549,0.041254369,0.041254369,-0.032401966,-0.259215731,1.112853217,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,9,7.85,0.528264,0.22109,0.034282844,0.034282844,-0.024992543,-0.224932887,1.091568511,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,10,8.72,0.58681,0.197379,0.032569258,0.032569258,-0.019236363,-0.192363629,1.084115740,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,11,9.6,0.64603,0.18438,0.013475337,0.013475337,-0.016262572,-0.178888293,1.033827461,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,12,10.47,0.704576,0.167541,-0.006752938,0.006752938,-0.015470103,-0.185641231,0.983640313,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,13,11.35,0.763795,0.151658,-0.008017396,0.008017396,-0.014896817,-0.193658627,0.981073415,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,14,12.19,0.820323,0.135999,-0.008860652,0.008860652,-0.014465663,-0.202519279,0.979634171,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,15,13.12,0.882907,0.116231,0.004837873,0.004837873,-0.013178760,-0.197681406,1.010804635,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,16,13.94,0.938089,0.103703,0.018638746,0.018638746,-0.011190166,-0.179042660,1.040911683,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3917,A,17,14.86,1,0.0893453,0.027833954,0.027833954,-0.008894630,-0.151208706,1.059575651,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3972,A,1,0.87,0.0997706,0.36044,-0.240550723,0.240550723,-0.240550723,-0.240550723,0.339058447,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3972,A,2,1.74,0.199541,0.296027,0.087445417,0.087445417,-0.076552653,-0.153105306,1.263290742,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3972,A,3,2.61,0.299312,0.290603,0.093266422,0.093266422,-0.019946295,-0.059838884,1.279884494,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3972,A,4,3.5,0.401376,0.283381,0.086423421,0.086423421,0.006646134,0.026584537,1.256272882,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3972,A,5,4.37,0.501147,0.257504,0.081382750,0.081382750,0.021593457,0.107967287,1.233297475,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3972,A,6,5.24,0.600917,0.27684,0.020693996,0.020693996,0.021443547,0.128661284,1.058904030,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3972,A,7,6.11,0.700688,0.277307,0.001948998,0.001948998,0.018658612,0.130610282,1.005498902,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3972,A,8,6.98,0.800459,0.234722,0.043715552,0.043715552,0.021790729,0.174325834,1.119450531,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3972,A,9,7.85,0.900229,0.194397,0.075143002,0.075143002,0.027718760,0.249468836,1.197439979,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC3972,A,10,8.72,1,0.160243,0.084073254,0.084073254,0.033354209,0.333542090,1.210775567,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,1,0.87,0.0413892,0.239955,0.062607756,0.062607756,0.062607756,0.062607756,1.173883537,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,2,1.74,0.0827783,0.189845,0.126285717,0.126285717,0.094446737,0.188893473,1.338328876,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,3,2.61,0.124167,0.181111,0.082438203,0.082438203,0.090443892,0.271331677,1.213230750,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,4,3.5,0.166508,0.151448,0.111525846,0.111525846,0.095714381,0.382857523,1.279542502,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,5,4.37,0.207897,0.152024,0.119039952,0.119039952,0.100379495,0.501897475,1.299803275,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,6,5.24,0.249286,0.148897,0.062464391,0.062464391,0.094060311,0.564361866,1.152082324,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,7,6.11,0.290676,0.144251,0.032376519,0.032376519,0.085248341,0.596738386,1.077043801,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,8,6.98,0.332065,0.140195,0.013039696,0.013039696,0.076222260,0.609778081,1.030520099,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,9,7.85,0.373454,0.139452,-0.007290389,0.007290389,0.066943077,0.602487692,0.983130478,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,10,8.72,0.414843,0.138946,-0.032012994,0.032012994,0.057047470,0.570474698,0.926894134,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,11,9.6,0.456708,0.124501,-0.036140206,0.036140206,0.048575863,0.534334491,0.919704107,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,12,10.47,0.498097,0.108939,-0.071892270,0.071892270,0.038536852,0.462442222,0.847587847,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,13,11.35,0.539962,0.101348,-0.097920999,0.097920999,0.028040094,0.364521223,0.798112423,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,14,12.31,0.585633,0.0849158,-0.071884300,0.071884300,0.020902637,0.292636923,0.855010192,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,15,13.12,0.624167,0.0734689,-0.074416695,0.074416695,0.014548015,0.218220229,0.854002700,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,16,14.05,0.668411,0.0648841,-0.076811383,0.076811383,0.008838053,0.141408845,0.852663866,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,17,14.98,0.712655,0.0597134,-0.072042604,0.072042604,0.004080367,0.069366242,0.863360999,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,18,16.03,0.762607,0.0528236,-0.046756042,0.046756042,0.001256122,0.022610200,0.911914834,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,19,16.95,0.806375,0.0464503,-0.040430016,0.040430016,-0.000937885,-0.017819816,0.925039763,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,20,17.88,0.850618,0.0435725,-0.054623947,0.054623947,-0.003622188,-0.072443763,0.900347292,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,21,18.93,0.900571,0.0392396,-0.038406333,0.038406333,-0.005278576,-0.110850096,0.930379308,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,22,19.97,0.950048,0.0350154,-0.008157977,0.008157977,-0.005409458,-0.119008073,0.985210617,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4183,A,23,21.02,1,0.0320317,0.005756475,0.005756475,-0.004923983,-0.113251598,1.010391088,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,1,0.67,0.0319504,0.701121,-0.227956694,0.227956694,-0.227956694,-0.227956694,0.157338962,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,2,1.32,0.0629471,0.593214,-0.128427112,0.128427112,-0.178191903,-0.356383806,0.540611216,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,3,1.97,0.0939437,0.535684,-0.162239983,0.162239983,-0.172874596,-0.518623788,0.455237903,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,4,2.62,0.12494,0.484836,-0.133406686,0.133406686,-0.163007619,-0.652030474,0.565152072,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,5,3.28,0.156414,0.473938,-0.105075306,0.105075306,-0.151421156,-0.757105780,0.656064388,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,6,3.93,0.187411,0.462921,-0.129255106,0.129255106,-0.147726814,-0.886360886,0.586036166,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,7,4.58,0.218407,0.415735,-0.151455023,0.151455023,-0.148259416,-1.037815909,0.540856486,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,8,5.22,0.248927,0.362889,-0.153994721,0.153994721,-0.148976329,-1.191810630,0.557673641,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,9,5.9,0.281354,0.320347,-0.175295200,0.175295200,-0.151900648,-1.367105830,0.523839417,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,10,6.54,0.311874,0.280543,-0.165801448,0.165801448,-0.153290728,-1.532907278,0.567690713,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,11,7.19,0.342871,0.248422,-0.147123810,0.147123810,-0.152730099,-1.680031087,0.627798898,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,12,7.87,0.375298,0.230113,-0.141329526,0.141329526,-0.151780051,-1.821360614,0.649802935,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,13,8.51,0.405818,0.215146,-0.141678244,0.141678244,-0.151002989,-1.963038857,0.655954184,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,14,9.16,0.436814,0.19583,-0.140021432,0.140021432,-0.150218592,-2.103060289,0.668745038,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,15,9.84,0.469242,0.175113,-0.131764910,0.131764910,-0.148988347,-2.234825199,0.696409918,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,16,10.48,0.499762,0.158366,-0.114443439,0.114443439,-0.146829290,-2.349268639,0.740905657,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,17,11.13,0.530758,0.144508,-0.106990100,0.106990100,-0.144485808,-2.456258738,0.762336122,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,18,11.78,0.561755,0.130993,-0.095694608,0.095694608,-0.141775186,-2.551953347,0.791148614,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,19,12.43,0.592752,0.119042,-0.091807373,0.091807373,-0.139145301,-2.643760720,0.803538671,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,20,13.08,0.623748,0.109869,-0.091434186,0.091434186,-0.136759745,-2.735194905,0.807671535,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,21,13.73,0.654745,0.103153,-0.087120890,0.087120890,-0.134395990,-2.822315795,0.818765336,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,22,14.38,0.685742,0.0968517,-0.081704030,0.081704030,-0.132000901,-2.904019825,0.831750753,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,23,15.03,0.716738,0.0905531,-0.081930279,0.081930279,-0.129823918,-2.985950104,0.833528181,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,24,15.68,0.747735,0.0861049,-0.094761767,0.094761767,-0.128362995,-3.080711871,0.810512240,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,25,16.33,0.778732,0.0828225,-0.102360899,0.102360899,-0.127322911,-3.183072770,0.797566898,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,26,16.98,0.809728,0.0797012,-0.109290356,0.109290356,-0.126629351,-3.292363125,0.786122426,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,27,17.72,0.845017,0.0762849,-0.132628164,0.132628164,-0.126851529,-3.424991289,0.745434602,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,28,18.28,0.871722,0.0742881,-0.131229514,0.131229514,-0.127007886,-3.556220804,0.749138603,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,29,19.02,0.90701,0.0712106,-0.137128524,0.137128524,-0.127356873,-3.693349328,0.740555220,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,30,19.67,0.938007,0.068321,-0.148478627,0.148478627,-0.128060932,-3.841827955,0.722624168,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,31,20.32,0.969003,0.0651774,-0.157438166,0.157438166,-0.129008585,-3.999266121,0.709493847,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC4559,A,32,20.97,1,0.0617976,-0.163872657,0.163872657,-0.130098087,-4.163138779,0.701212153,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,1,0.72,0.0131892,7.61506,-0.174382020,0.174382020,-0.174382020,-0.174382020,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,2,1.43,0.0261953,5.44758,-0.106153140,0.106153140,-0.140267580,-0.280535160,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,3,2.16,0.0395677,4.33508,-0.117127201,0.117127201,-0.132554120,-0.397662361,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,4,2.87,0.0525737,3.7109,-0.110933826,0.110933826,-0.127149047,-0.508596187,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,5,3.59,0.065763,2.81261,-0.110981446,0.110981446,-0.123915527,-0.619577633,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,6,4.3,0.078769,2.32803,-0.134239576,0.134239576,-0.125636202,-0.753817209,0.000000000,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,7,5.03,0.0921414,2.01528,-0.128968295,0.128968295,-0.126112215,-0.882785504,0.044856395,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,8,5.75,0.105331,1.80127,-0.121496000,0.121496000,-0.125535188,-1.004281504,0.165924021,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,9,6.46,0.118337,1.65078,-0.131170708,0.131170708,-0.126161357,-1.135452212,0.156051743,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,10,7.18,0.131526,1.44774,-0.134116974,0.134116974,-0.126956919,-1.269569186,0.210606009,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,11,7.91,0.144898,1.28043,-0.126993149,0.126993149,-0.126960212,-1.396562335,0.306767215,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,12,8.62,0.157904,1.14293,-0.128378541,0.128378541,-0.127078406,-1.524940876,0.347104162,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,13,11.49,0.210478,0.734473,-0.116516308,0.116516308,-0.126265937,-1.641457184,0.534481707,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,14,14.3,0.261953,0.517665,-0.108763087,0.108763087,-0.125015734,-1.750220271,0.630793980,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,15,17.19,0.314893,0.376642,-0.112098375,0.112098375,-0.124154576,-1.862318646,0.666686705,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,16,20.07,0.36765,0.270651,-0.098841183,0.098841183,-0.122572489,-1.961159828,0.736837812,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,17,22.96,0.42059,0.201132,-0.102277567,0.102277567,-0.121378670,-2.063437396,0.751659909,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,18,25.85,0.47353,0.155512,-0.111111887,0.111111887,-0.120808293,-2.174549283,0.749187224,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,19,28.74,0.52647,0.125878,-0.117934846,0.117934846,-0.120657059,-2.292484129,0.747715141,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,20,31.62,0.579227,0.105095,-0.118439744,0.118439744,-0.120546194,-2.410923873,0.756436902,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,21,34.51,0.632167,0.0901086,-0.123252083,0.123252083,-0.120675046,-2.534175956,0.754836315,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,22,37.4,0.685107,0.0760782,-0.102518130,0.102518130,-0.119849731,-2.636694085,0.800398950,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,23,40.29,0.738047,0.0667596,-0.102167992,0.102167992,-0.119080960,-2.738862077,0.805528103,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,24,43.17,0.790804,0.0592474,-0.102609018,0.102609018,-0.118394629,-2.841471095,0.808538051,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,25,45.92,0.84118,0.0537965,-0.101237239,0.101237239,-0.117708333,-2.942708334,0.813818396,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,26,48.81,0.89412,0.0481031,-0.094158395,0.094158395,-0.116802566,-3.036866729,0.829131324,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,27,51.7,0.94706,0.043009,-0.113388869,0.113388869,-0.116676133,-3.150255598,0.799413901,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5055,C,28,54.59,1,0.0381804,-0.111604028,0.111604028,-0.116494987,-3.261859626,0.805586178,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,1,0.09,0.00821168,0.243063,-0.243496697,0.243496697,-0.243496697,-0.243496697,0.416037226,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,2,0.26,0.0237226,0.377887,-0.053519609,0.053519609,-0.148508153,-0.297016306,0.835994261,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,3,0.43,0.0392336,0.393804,-0.078007841,0.078007841,-0.125008049,-0.375024148,0.760034379,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,4,0.6,0.0547445,0.362906,-0.248411533,0.248411533,-0.155858920,-0.623435681,0.318287797,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,5,0.77,0.0702555,0.331116,-0.313644764,0.313644764,-0.187416089,-0.937080445,0.193270482,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,6,0.94,0.0857664,0.305608,-0.330136899,0.330136899,-0.211202891,-1.267217343,0.180963226,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,7,1.11,0.101277,0.28516,-0.334029848,0.334029848,-0.228749599,-1.601247192,0.192118284,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,8,1.28,0.116788,0.257655,-0.272436097,0.272436097,-0.234210411,-1.873683289,0.343680616,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,9,1.46,0.133212,0.237855,-0.263807850,0.263807850,-0.237499015,-2.137491139,0.377628168,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,10,1.63,0.148723,0.222775,-0.275560663,0.275560663,-0.241305180,-2.413051802,0.366222429,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,11,2.05,0.187044,0.195925,-0.179788964,0.179788964,-0.235712797,-2.592840766,0.582761384,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,12,2.74,0.25,0.166735,-0.084033977,0.084033977,-0.223072895,-2.676874743,0.804323136,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,13,3.42,0.312044,0.138253,-0.006790914,0.006790914,-0.206435820,-2.683665657,0.984314503,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,14,4.11,0.375,0.126375,-0.028342517,0.028342517,-0.193714870,-2.712008174,0.936570211,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,15,4.79,0.437044,0.113284,-0.041235543,0.041235543,-0.183549581,-2.753243717,0.910497932,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,16,5.48,0.5,0.0976949,-0.002389487,0.002389487,-0.172227075,-2.755633204,0.994872888,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,17,6.16,0.562044,0.0861634,0.037323568,0.037323568,-0.159900567,-2.718309636,1.079713503,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,18,6.85,0.625,0.0738537,0.056157446,0.056157446,-0.147897344,-2.662152190,1.117704726,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,19,7.53,0.687044,0.064936,0.059109742,0.059109742,-0.137002234,-2.603042449,1.121359053,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,20,8.21,0.749088,0.0598766,0.053813332,0.053813332,-0.127461456,-2.549229116,1.108731179,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,21,8.9,0.812044,0.054784,0.050754468,0.050754468,-0.118974983,-2.498474648,1.100962027,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,22,9.57,0.873175,0.049642,0.032259452,0.032259452,-0.112100691,-2.466215196,1.062631276,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,23,10.31,0.940693,0.0452074,0.012191345,0.012191345,-0.106696689,-2.454023851,1.023114502,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC5585,A,24,10.96,1,0.0409843,0.012662831,0.012662831,-0.101723376,-2.441361020,1.023686497,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC6503,A,1,0.76,0.0323404,0.894406,0.189238889,0.189238889,0.189238889,0.189238889,1.979405715,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC6503,A,2,1.52,0.0646809,1.35805,-0.046824328,0.046824328,0.071207280,0.142414561,0.723967212,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC6503,A,3,2.28,0.0970213,1.21619,-0.113478601,0.113478601,0.009645320,0.028935960,0.396126936,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC6503,A,4,3.04,0.129362,0.816291,-0.045205528,0.045205528,-0.004067392,-0.016269568,0.802290286,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC6503,A,5,3.79,0.161277,0.542735,0.007505077,0.007505077,-0.001752898,-0.008764490,1.027563985,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC6503,A,6,4.55,0.193617,0.382122,0.030438197,0.030438197,0.003612285,0.021673707,1.097682877,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC6503,A,7,5.31,0.225957,0.286656,0.011552132,0.011552132,0.004746548,0.033225839,1.033114228,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC6503,A,8,6.07,0.258298,0.224205,0.014169723,0.014169723,0.005924445,0.047395562,1.037623077,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC6503,A,9,6.83,0.290638,0.183535,0.018764704,0.018764704,0.007351141,0.066160266,1.047171681,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC6503,A,10,7.59,0.322979,0.153278,0.023392641,0.023392641,0.008955291,0.089552907,1.056246168,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC6503,A,11,8.35,0.355319,0.128876,0.022514856,0.022514856,0.010187978,0.112067763,1.051916280,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC6503,A,12,9.11,0.38766,0.110832,0.027514615,0.027514615,0.011631865,0.139582378,1.061517347,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC6503,A,13,9.86,0.419574,0.0976976,0.037456744,0.037456744,0.013618394,0.177039122,1.081993303,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC6503,A,14,10.64,0.452766,0.0862875,0.048418828,0.048418828,0.016104139,0.225457950,1.104017957,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC6503,A,15,11.38,0.484255,0.0771757,0.051358351,0.051358351,0.018454420,0.276816301,1.108234330,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
NGC6503,A,16,12.12,0.515745,0.0698064,0.061426673,0.061426673,0.021140186,0.338242974,1.127825411,signed_residual_drift_diagnostic_not_predictive_s_tau_rule
