GalaxyName,Class,RadiusKpc,RadiusFraction,aN_over_a0,VobsKms,VbarKms,Predicted_S_tau_source_v01,ModelVelocity_S_tau1,ModelVelocity_SourceRule,AbsLogResidual_S_tau1,AbsLogResidual_SourceRule,DeltaAbsLogResidual_SourceMinusS1,InterpretationGuardrail
NGC3198,A,34.06,0.772686,0.0358558,148.000000000,67.246190598,1.050000000,148.671377599,152.742636949,0.004526077,0.031542120,0.027016043,post_freeze_velocity_readout_no_refit
NGC3198,A,36.12,0.819419,0.0333556,148.000000000,66.791932148,1.050000000,149.346944028,153.474694622,0.009059809,0.036323424,0.027263615,post_freeze_velocity_readout_no_refit
NGC3198,A,38.19,0.866379,0.031134,149.000000000,66.352667995,1.050000000,149.959752251,154.140106464,0.006420634,0.033915665,0.027495031,post_freeze_velocity_readout_no_refit
NGC3198,A,40.1,0.90971,0.0293398,150.000000000,66.003508998,1.050000000,150.539619352,154.766424869,0.003591007,0.031281750,0.027690743,post_freeze_velocity_readout_no_refit
NGC3198,A,42.17,0.95667,0.0280821,150.000000000,66.218954235,1.050000000,152.046298345,156.337665551,0.013549775,0.041382897,0.027833122,post_freeze_velocity_readout_no_refit
NGC3198,A,44.08,1,0.0256574,149.000000000,64.713167516,1.050000000,150.637533544,154.933751845,0.010930205,0.039051312,0.028121107,post_freeze_velocity_readout_no_refit
NGC3741,C,0.23,0.0328571,0.086048,13.100000000,8.560519844,0.850000000,16.374068852,15.202036501,0.223086686,0.148817169,-0.074269517,post_freeze_velocity_readout_no_refit
NGC3741,C,0.47,0.0671429,0.0683148,17.300000000,10.903655350,0.850000000,21.697140897,20.078118065,0.226473994,0.148924067,-0.077549927,post_freeze_velocity_readout_no_refit
NGC3741,C,0.7,0.1,0.0500717,23.600000000,11.392291253,0.850000000,23.872965432,22.000864305,0.011499953,0.070164973,0.058665020,post_freeze_velocity_readout_no_refit
NGC3741,C,0.93,0.132857,0.0383325,26.200000000,11.489231915,0.850000000,25.134606232,23.087800084,0.041513780,0.126455068,0.084941288,post_freeze_velocity_readout_no_refit
NGC3741,C,1.17,0.167143,0.0296601,27.400000000,11.335620848,0.850000000,25.811041754,23.639728618,0.059740638,0.147614301,0.087873663,post_freeze_velocity_readout_no_refit
NGC3741,C,1.4,0.2,0.0241872,26.900000000,11.197535443,0.850000000,26.297402716,24.032422625,0.022656108,0.112722425,0.090066317,post_freeze_velocity_readout_no_refit
NGC3741,C,1.64,0.234286,0.0205363,27.400000000,11.167316150,0.850000000,26.869905192,24.514516835,0.019536119,0.111277547,0.091741428,post_freeze_velocity_readout_no_refit
NGC3741,C,1.87,0.267143,0.0177029,31.000000000,11.071555898,0.850000000,27.220161327,24.797870513,0.130029280,0.223229421,0.093200141,post_freeze_velocity_readout_no_refit
NGC3741,C,2.1,0.3,0.015571,32.500000000,11.003588051,0.850000000,27.553057004,25.070636661,0.165126598,0.259542782,0.094416184,post_freeze_velocity_readout_no_refit
NGC3741,C,2.33,0.332857,0.0147953,33.000000000,11.298119313,0.850000000,28.495300220,25.915723084,0.146768392,0.241657708,0.094889316,post_freeze_velocity_readout_no_refit
NGC3741,C,2.57,0.367143,0.0144349,36.500000000,11.720311429,0.850000000,29.662675032,26.971320492,0.207422738,0.302538163,0.095115425,post_freeze_velocity_readout_no_refit
NGC3741,C,2.8,0.4,0.0143858,38.900000000,12.212722874,0.850000000,30.923675737,28.117032807,0.229472155,0.324618708,0.095146553,post_freeze_velocity_readout_no_refit
NGC3741,C,3.26,0.465714,0.0134756,41.500000000,12.754060138,0.850000000,32.590369380,29.614922993,0.241676600,0.337415038,0.095738437,post_freeze_velocity_readout_no_refit
NGC3741,C,3.73,0.532857,0.0123269,42.700000000,13.048107142,0.850000000,33.754934697,30.648910564,0.235072300,0.331601803,0.096529503,post_freeze_velocity_readout_no_refit
NGC3741,C,4.21,0.601429,0.0119973,44.700000000,13.675686454,0.850000000,35.510285272,32.235095449,0.230151121,0.326917722,0.096766601,post_freeze_velocity_readout_no_refit
NGC3741,C,4.67,0.667143,0.0113668,46.700000000,14.019862695,0.850000000,36.673297162,33.275281992,0.241695272,0.338929326,0.097234054,post_freeze_velocity_readout_no_refit
NGC3741,C,5.14,0.734286,0.0107087,48.500000000,14.276288033,0.850000000,37.647231093,34.141589634,0.253304390,0.351047519,0.097743130,post_freeze_velocity_readout_no_refit
NGC3741,C,5.61,0.801429,0.00976364,50.000000000,14.241420224,0.850000000,38.024168472,34.456756235,0.273801035,0.372317910,0.098516875,post_freeze_velocity_readout_no_refit
NGC3741,C,6.07,0.867143,0.00886449,50.200000000,14.115199255,0.850000000,38.173565908,34.564810910,0.273871743,0.373178888,0.099307145,post_freeze_velocity_readout_no_refit
NGC3741,C,6.54,0.934286,0.00796174,50.100000000,13.885407808,0.850000000,38.084530683,34.454662252,0.274212827,0.374376686,0.100163859,post_freeze_velocity_readout_no_refit
NGC3741,C,7,1,0.00719628,51.600000000,13.657430212,0.850000000,37.952498468,34.308238230,0.307186335,0.408136166,0.100949831,post_freeze_velocity_readout_no_refit
NGC3917,A,0.87,0.0585464,0.197149,24.300000000,25.201285681,1.050000000,41.565635197,42.383852672,0.536797399,0.556291106,0.019493708,post_freeze_velocity_readout_no_refit
NGC3917,A,1.74,0.117093,0.175391,49.600000000,33.615856378,1.050000000,56.637400405,57.788477607,0.132678718,0.152798573,0.020119855,post_freeze_velocity_readout_no_refit
NGC3917,A,2.61,0.175639,0.189181,73.600000000,42.758747058,1.050000000,71.056217293,72.471090805,0.035173669,0.015457291,-0.019716378,post_freeze_velocity_readout_no_refit
NGC3917,A,3.5,0.235532,0.213875,101.000000000,52.647731195,1.050000000,85.553892916,87.199201002,0.165974013,0.146925349,-0.019048664,post_freeze_velocity_readout_no_refit
NGC3917,A,4.37,0.294078,0.23444,107.000000000,61.591720629,1.050000000,98.424942137,100.266603212,0.083534586,0.064996164,-0.018538422,post_freeze_velocity_readout_no_refit
NGC3917,A,5.24,0.352624,0.248946,115.000000000,69.499903237,1.050000000,109.852585176,111.870219273,0.045792796,0.027592685,-0.018200111,post_freeze_velocity_readout_no_refit
NGC3917,A,6.11,0.411171,0.247159,123.000000000,74.778139854,1.050000000,118.350836406,120.529471234,0.038530952,0.020290058,-0.018240894,post_freeze_velocity_readout_no_refit
NGC3917,A,6.98,0.469717,0.236549,130.000000000,78.190455939,1.050000000,124.746051272,127.073831038,0.041254369,0.022766186,-0.018488183,post_freeze_velocity_readout_no_refit
NGC3917,A,7.85,0.528264,0.22109,134.000000000,80.165171989,1.050000000,129.483952681,131.949891715,0.034282844,0.015417558,-0.018865286,post_freeze_velocity_readout_no_refit
NGC3917,A,8.72,0.58681,0.197379,136.000000000,79.831604644,1.050000000,131.641935660,134.232452211,0.032569258,0.013081871,-0.019487387,post_freeze_velocity_readout_no_refit
NGC3917,A,9.6,0.64603,0.18438,137.000000000,80.957693581,1.050000000,135.166261761,137.876690170,0.013475337,0.006378810,-0.007096526,post_freeze_velocity_readout_no_refit
NGC3917,A,10.47,0.704576,0.167541,136.000000000,80.593561467,1.050000000,136.921507562,139.737904866,0.006752938,0.027113674,0.020360736,post_freeze_velocity_readout_no_refit
NGC3917,A,11.35,0.763795,0.151658,137.000000000,79.835647113,1.050000000,138.102798163,141.016155715,0.008017396,0.028893538,0.020876141,post_freeze_velocity_readout_no_refit
NGC3917,A,12.19,0.820323,0.135999,137.000000000,78.349250794,1.050000000,138.219303263,141.212805886,0.008860652,0.030287088,0.021426436,post_freeze_velocity_readout_no_refit
NGC3917,A,13.12,0.882907,0.116231,137.000000000,75.143965826,1.050000000,136.338812022,139.398554332,0.004837873,0.017356202,0.012518329,post_freeze_velocity_readout_no_refit
NGC3917,A,13.94,0.938089,0.103703,138.000000000,73.163248288,1.050000000,135.451675602,138.566096968,0.018638746,0.004093761,-0.014544985,post_freeze_velocity_readout_no_refit
NGC3917,A,14.86,1,0.0893453,137.000000000,70.115021928,1.050000000,133.239328313,136.395543632,0.027833954,0.004421852,-0.023412101,post_freeze_velocity_readout_no_refit
NGC3972,A,0.87,0.0997706,0.36044,39.600000000,34.075475785,1.050000000,50.369198188,51.183884308,0.240550723,0.256595605,0.016044882,post_freeze_velocity_readout_no_refit
NGC3972,A,1.74,0.199541,0.296027,73.000000000,43.672336210,1.050000000,66.887628478,68.048393092,0.087445417,0.070240326,-0.017205091,post_freeze_velocity_readout_no_refit
NGC3972,A,2.61,0.299312,0.290603,89.400000000,52.995118171,1.050000000,81.438998860,82.861192895,0.093266422,0.075953849,-0.017312573,post_freeze_velocity_readout_no_refit
NGC3972,A,3.5,0.401376,0.283381,102.000000000,60.601796178,1.050000000,93.554990054,95.202649748,0.086423421,0.068965038,-0.017458383,post_freeze_velocity_readout_no_refit
NGC3972,A,4.37,0.501147,0.257504,110.000000000,64.550338496,1.050000000,101.402486805,103.245094221,0.081382750,0.063374649,-0.018008102,post_freeze_velocity_readout_no_refit
NGC3972,A,5.24,0.600917,0.27684,116.000000000,73.290148724,1.050000000,113.624163992,115.640864755,0.020693996,0.003100796,-0.017593200,post_freeze_velocity_readout_no_refit
NGC3972,A,6.11,0.700688,0.277307,123.000000000,79.207570345,1.050000000,122.760506678,124.938153495,0.001948998,0.015634487,0.013685489,post_freeze_velocity_readout_no_refit
NGC3972,A,6.98,0.800459,0.234722,130.000000000,77.887968262,1.050000000,124.439406012,126.766977899,0.043715552,0.025183869,-0.018531683,post_freeze_velocity_readout_no_refit
NGC3972,A,7.85,0.900229,0.194397,134.000000000,75.170240122,1.050000000,124.299850735,126.756331266,0.075143002,0.055573208,-0.019569794,post_freeze_velocity_readout_no_refit
NGC3972,A,8.72,1,0.160243,134.000000000,71.930584246,1.050000000,123.194763488,125.757972450,0.084073254,0.063480594,-0.020592660,post_freeze_velocity_readout_no_refit
NGC4183,A,0.87,0.0413892,0.239955,47.100000000,27.802927903,1.050000000,44.241587687,45.063520676,0.062607756,0.044199936,-0.018407820,post_freeze_velocity_readout_no_refit
NGC4183,A,1.74,0.0827783,0.189845,65.900000000,34.973598614,1.050000000,58.081821063,59.237232186,0.126285717,0.106588175,-0.019697542,post_freeze_velocity_readout_no_refit
NGC4183,A,2.61,0.124167,0.181111,76.100000000,41.836754774,1.050000000,70.078080871,71.490147175,0.082438203,0.062488626,-0.019949577,post_freeze_velocity_readout_no_refit
NGC4183,A,3.5,0.166508,0.151448,85.700000000,44.302822145,1.050000000,76.655930995,78.273586437,0.111525846,0.090642617,-0.020883228,post_freeze_velocity_readout_no_refit
NGC4183,A,4.37,0.207897,0.152024,96.600000000,49.597785233,1.050000000,85.758807211,87.566858310,0.119039952,0.098176145,-0.020863808,post_freeze_velocity_readout_no_refit
NGC4183,A,5.24,0.249286,0.148897,99.300000000,53.749498137,1.050000000,93.287038905,95.263915943,0.062464391,0.041494469,-0.020969923,post_freeze_velocity_readout_no_refit
NGC4183,A,6.11,0.290676,0.144251,103.000000000,57.127591407,1.050000000,99.718624899,101.848176573,0.032376519,0.011245749,-0.021130771,post_freeze_velocity_readout_no_refit
NGC4183,A,6.98,0.332065,0.140195,107.000000000,60.194885165,1.050000000,105.613809941,107.884756180,0.013039696,0.008234751,-0.004804945,post_freeze_velocity_readout_no_refit
NGC4183,A,7.85,0.373454,0.139452,111.000000000,63.666768019,1.050000000,111.812190215,114.219461324,0.007290389,0.028591496,0.021301106,post_freeze_velocity_readout_no_refit
NGC4183,A,8.72,0.414843,0.138946,114.000000000,66.980377350,1.050000000,117.708525154,120.244932544,0.032012994,0.053332319,0.021319324,post_freeze_velocity_readout_no_refit
NGC4183,A,9.6,0.456708,0.124501,115.000000000,66.525354941,1.050000000,119.232138261,121.867477427,0.036140206,0.058002075,0.021861869,post_freeze_velocity_readout_no_refit
NGC4183,A,10.47,0.498097,0.108939,111.000000000,64.987584968,1.050000000,119.273893076,121.988208481,0.071892270,0.094394187,0.022501917,post_freeze_velocity_readout_no_refit
NGC4183,A,11.35,0.539962,0.101348,110.000000000,65.263730739,1.050000000,121.316321847,124.118951403,0.097920999,0.120760025,0.022839027,post_freeze_velocity_readout_no_refit
NGC4183,A,12.31,0.585633,0.0849158,111.000000000,62.214156347,1.050000000,119.272942476,122.125881783,0.071884300,0.095522129,0.023637830,post_freeze_velocity_readout_no_refit
NGC4183,A,13.12,0.624167,0.0734689,109.000000000,59.742668588,1.050000000,117.420860260,120.304769844,0.074416695,0.098680390,0.024263695,post_freeze_velocity_readout_no_refit
NGC4183,A,14.05,0.668411,0.0648841,108.000000000,58.099595093,1.050000000,116.622545203,119.548692708,0.076811383,0.101592532,0.024781148,post_freeze_velocity_readout_no_refit
NGC4183,A,14.98,0.712655,0.0597134,109.000000000,57.551654190,1.050000000,117.142423111,120.121961558,0.072042604,0.097159691,0.025117087,post_freeze_velocity_readout_no_refit
NGC4183,A,16.03,0.762607,0.0528236,111.000000000,55.994676533,1.050000000,116.313163997,119.329088370,0.046756042,0.072354923,0.025598882,post_freeze_velocity_readout_no_refit
NGC4183,A,16.95,0.806375,0.0464503,110.000000000,53.993956606,1.050000000,114.538427901,117.565651466,0.040430016,0.066516548,0.026086532,post_freeze_velocity_readout_no_refit
NGC4183,A,17.88,0.850618,0.0435725,109.000000000,53.710078663,1.050000000,115.119627833,118.190105291,0.054623947,0.080946508,0.026322560,post_freeze_velocity_readout_no_refit
NGC4183,A,18.93,0.900571,0.0392396,110.000000000,52.444908237,1.050000000,114.306872813,117.399971042,0.038406333,0.065106295,0.026699962,post_freeze_velocity_readout_no_refit
NGC4183,A,19.97,0.950048,0.0350154,112.000000000,50.884379725,1.050000000,112.917430520,116.019083060,0.008157977,0.035255815,0.027097838,post_freeze_velocity_readout_no_refit
NGC4183,A,21.02,1,0.0320317,113.000000000,49.931262251,1.050000000,112.351386990,115.472393227,0.005756475,0.021643663,0.015887188,post_freeze_velocity_readout_no_refit
NGC4559,A,0.67,0.0319504,0.701121,43.800000000,41.706129046,1.050000000,55.014154738,55.679556022,0.227956694,0.239979225,0.012022531,post_freeze_velocity_readout_no_refit
NGC4559,A,1.32,0.0629471,0.593214,64.200000000,53.846613635,1.050000000,72.997874380,73.955437418,0.128427112,0.141459504,0.013032392,post_freeze_velocity_readout_no_refit
NGC4559,A,1.97,0.0939437,0.535684,73.300000000,62.510543511,1.050000000,86.211242429,87.396277375,0.162239983,0.175892080,0.013652097,post_freeze_velocity_readout_no_refit
NGC4559,A,2.62,0.12494,0.484836,84.200000000,68.582608218,1.050000000,96.216571800,97.598269979,0.133406686,0.147664846,0.014258161,post_freeze_velocity_readout_no_refit
NGC4559,A,3.28,0.156414,0.473938,96.200000000,75.868864167,1.050000000,106.858407534,108.407884703,0.105075306,0.119471466,0.014396159,post_freeze_velocity_readout_no_refit
NGC4559,A,3.93,0.187411,0.462921,102.000000000,82.075860946,1.050000000,116.074000044,117.773906999,0.129255106,0.143793931,0.014538825,post_freeze_velocity_readout_no_refit
NGC4559,A,4.58,0.218407,0.415735,104.000000000,83.966646354,1.050000000,121.006700745,122.858703464,0.151455023,0.166644044,0.015189021,post_freeze_velocity_readout_no_refit
NGC4559,A,5.22,0.248927,0.362889,106.000000000,83.750637908,1.050000000,123.647381207,125.642218372,0.153994721,0.169999237,0.016004516,post_freeze_velocity_readout_no_refit
NGC4559,A,5.9,0.281354,0.320347,106.000000000,83.657004489,1.050000000,126.309379988,128.441998762,0.175295200,0.192038337,0.016743137,post_freeze_velocity_readout_no_refit
NGC4559,A,6.54,0.311874,0.280543,108.000000000,82.424156653,1.050000000,127.476581757,129.729203012,0.165801448,0.183317997,0.017516549,post_freeze_velocity_readout_no_refit
NGC4559,A,7.19,0.342871,0.248422,111.000000000,81.325187673,1.050000000,128.593209978,130.956611093,0.147123810,0.165335854,0.018212044,post_freeze_velocity_readout_no_refit
NGC4559,A,7.87,0.375298,0.230113,114.000000000,81.888719919,1.050000000,131.305671391,133.776518964,0.141329526,0.159972190,0.018642664,post_freeze_velocity_readout_no_refit
NGC4559,A,8.51,0.405818,0.215146,116.000000000,82.337482959,1.050000000,133.655879673,136.221799509,0.141678244,0.160694245,0.019016001,post_freeze_velocity_readout_no_refit
NGC4559,A,9.16,0.436814,0.19583,117.000000000,81.499166560,1.050000000,134.584918863,137.239206479,0.140021432,0.159551501,0.019530069,post_freeze_velocity_readout_no_refit
NGC4559,A,9.84,0.469242,0.175113,118.000000000,79.877123446,1.050000000,134.619130337,137.356230682,0.131764910,0.151893151,0.020128241,post_freeze_velocity_readout_no_refit
NGC4559,A,10.48,0.499762,0.158366,120.000000000,78.393117045,1.050000000,134.549906499,137.357745971,0.114443439,0.135097064,0.020653625,post_freeze_velocity_readout_no_refit
NGC4559,A,11.13,0.530758,0.144508,121.000000000,77.171964469,1.050000000,134.663711592,137.538298948,0.106990100,0.128111871,0.021121771,post_freeze_velocity_readout_no_refit
NGC4559,A,11.78,0.561755,0.130993,122.000000000,75.589790647,1.050000000,134.251600229,137.184690709,0.095694608,0.117307081,0.021612472,post_freeze_velocity_readout_no_refit
NGC4559,A,12.43,0.592752,0.119042,122.000000000,74.020543770,1.050000000,133.730745629,136.716255722,0.091807373,0.113886607,0.022079234,post_freeze_velocity_readout_no_refit
NGC4559,A,13.08,0.623748,0.109869,122.000000000,72.946997197,1.050000000,133.680848349,136.717540906,0.091434186,0.113896008,0.022461822,post_freeze_velocity_readout_no_refit
NGC4559,A,13.73,0.654745,0.103153,123.000000000,72.417418140,1.050000000,134.196513628,137.285468402,0.087120890,0.109878114,0.022757224,post_freeze_velocity_readout_no_refit
NGC4559,A,14.38,0.685742,0.0968517,124.000000000,71.812339121,1.050000000,134.556689732,137.693907263,0.081704030,0.104751593,0.023047563,post_freeze_velocity_readout_no_refit
NGC4559,A,15.03,0.716738,0.0905531,124.000000000,70.989966545,1.050000000,134.587136579,137.766995081,0.081930279,0.105282251,0.023351972,post_freeze_velocity_readout_no_refit
NGC4559,A,15.68,0.747735,0.0861049,123.000000000,70.705452053,1.050000000,135.225820034,138.451838433,0.094761767,0.118338173,0.023576406,post_freeze_velocity_readout_no_refit
NGC4559,A,16.33,0.778732,0.0828225,123.000000000,70.767385496,1.050000000,136.257333273,139.531830662,0.102360899,0.126108397,0.023747498,post_freeze_velocity_readout_no_refit
NGC4559,A,16.98,0.809728,0.0797012,123.000000000,70.789229054,1.050000000,137.204801514,140.525580137,0.109290356,0.133205182,0.023914826,post_freeze_velocity_readout_no_refit
NGC4559,A,17.72,0.845017,0.0762849,121.000000000,70.748456874,1.050000000,138.160867048,141.531487557,0.132628164,0.156731674,0.024103510,post_freeze_velocity_readout_no_refit
NGC4559,A,18.28,0.871722,0.0742881,122.000000000,70.910999852,1.050000000,139.107992940,142.517842595,0.131229514,0.155446158,0.024216644,post_freeze_velocity_readout_no_refit
NGC4559,A,19.02,0.90701,0.0712106,122.000000000,70.817977237,1.050000000,139.931017479,143.386669491,0.137128524,0.161523919,0.024395395,post_freeze_velocity_readout_no_refit
NGC4559,A,19.67,0.938007,0.068321,121.000000000,70.541566470,1.050000000,140.368228447,143.859561546,0.148478627,0.173047011,0.024568384,post_freeze_velocity_readout_no_refit
NGC4559,A,20.32,0.969003,0.0651774,120.000000000,70.028743384,1.050000000,140.461005483,143.982618588,0.157438166,0.182200845,0.024762679,post_freeze_velocity_readout_no_refit
NGC4559,A,20.97,1,0.0617976,119.000000000,69.270935103,1.050000000,140.189650220,143.735585975,0.163872657,0.188851910,0.024979253,post_freeze_velocity_readout_no_refit
NGC5055,C,0.72,0.0131892,7.61506,125.000000000,142.484859547,0.725000000,148.813784667,147.073330259,0.174382020,0.162617570,-0.011764449,post_freeze_velocity_readout_no_refit
NGC5055,C,1.43,0.0261953,5.44758,162.000000000,169.838296182,0.725000000,180.142729024,177.309009993,0.106153140,0.090297694,-0.015855446,post_freeze_velocity_readout_no_refit
NGC5055,C,2.16,0.0395677,4.33508,178.000000000,186.204926224,0.725000000,200.118712085,196.292420973,0.117127201,0.097821941,-0.019305260,post_freeze_velocity_readout_no_refit
NGC5055,C,2.87,0.0525737,3.7109,193.000000000,198.584967709,0.725000000,215.642946583,210.952002393,0.110933826,0.088940442,-0.021993384,post_freeze_velocity_readout_no_refit
NGC5055,C,3.59,0.065763,2.81261,192.000000000,193.360471917,0.725000000,214.535841648,208.712614972,0.110981446,0.083462886,-0.027518561,post_freeze_velocity_readout_no_refit
NGC5055,C,4.3,0.078769,2.32803,190.000000000,192.528149370,0.725000000,217.296688626,210.485340331,0.134239576,0.102391936,-0.031847640,post_freeze_velocity_readout_no_refit
NGC5055,C,5.03,0.0921414,2.01528,195.000000000,193.739394161,0.725000000,221.842540578,214.114175314,0.128968295,0.093509844,-0.035458451,post_freeze_velocity_readout_no_refit
NGC5055,C,5.75,0.105331,1.80127,201.000000000,195.834512791,0.725000000,226.966154718,218.404953188,0.121496000,0.083046015,-0.038449985,post_freeze_velocity_readout_no_refit
NGC5055,C,6.46,0.118337,1.65078,204.000000000,198.712936922,0.725000000,232.593129420,223.276076483,0.131170708,0.090289023,-0.040881685,post_freeze_velocity_readout_no_refit
NGC5055,C,7.18,0.131526,1.44774,204.000000000,196.188410208,0.725000000,233.279421227,223.079393197,0.134116974,0.089407738,-0.044709236,post_freeze_velocity_readout_no_refit
NGC5055,C,7.91,0.144898,1.28043,206.000000000,193.656299794,0.725000000,233.894303174,222.828852245,0.126993149,0.078527829,-0.048465319,post_freeze_velocity_readout_no_refit
NGC5055,C,8.62,0.157904,1.14293,206.000000000,190.997942790,0.725000000,234.218563195,222.332892584,0.128378541,0.076299606,-0.052078935,post_freeze_velocity_readout_no_refit
NGC5055,C,11.49,0.210478,0.734473,206.000000000,176.772150239,0.725000000,231.456621810,216.418392128,0.116516308,0.049337366,-0.067178942,post_freeze_velocity_readout_no_refit
NGC5055,C,14.3,0.261953,0.517665,206.000000000,165.561116661,0.725000000,229.669026037,212.039350958,0.108763087,0.028895706,-0.079867380,post_freeze_velocity_readout_no_refit
NGC5055,C,17.19,0.314893,0.376642,203.000000000,154.834759663,0.725000000,227.080448566,207.212884118,0.112098375,0.020540711,-0.091557663,post_freeze_velocity_readout_no_refit
NGC5055,C,20.07,0.36765,0.270651,200.000000000,141.822345383,0.725000000,220.778193767,199.065335461,0.098841183,0.004684277,-0.094156906,post_freeze_velocity_readout_no_refit
NGC5055,C,22.96,0.42059,0.201132,194.000000000,130.765332944,0.725000000,214.892032221,191.757189920,0.102277567,0.011628223,-0.090649344,post_freeze_velocity_readout_no_refit
NGC5055,C,25.85,0.47353,0.155512,188.000000000,122.005141490,0.725000000,210.093747943,185.869381169,0.111111887,0.011397788,-0.099714099,post_freeze_velocity_readout_no_refit
NGC5055,C,28.74,0.52647,0.125878,184.000000000,115.740069984,0.725000000,207.031427143,181.926303925,0.117934846,0.011334076,-0.106600770,post_freeze_velocity_readout_no_refit
NGC5055,C,31.62,0.579227,0.105095,182.000000000,110.927311335,0.725000000,204.884505229,179.046276908,0.118439744,0.016362384,-0.102077360,post_freeze_velocity_readout_no_refit
NGC5055,C,34.51,0.632167,0.0901086,180.000000000,107.305404803,0.725000000,203.610516000,177.126610421,0.123252083,0.016092061,-0.107160022,post_freeze_velocity_readout_no_refit
NGC5055,C,37.4,0.685107,0.0760782,181.000000000,102.643571158,0.725000000,200.540287314,173.618690371,0.102518130,0.041635571,-0.060882558,post_freeze_velocity_readout_no_refit
NGC5055,C,40.29,0.738047,0.0667596,180.000000000,99.797929838,0.725000000,199.362513454,171.982252959,0.102167992,0.045565560,-0.056602432,post_freeze_velocity_readout_no_refit
NGC5055,C,43.17,0.790804,0.0592474,179.000000000,97.317632524,0.725000000,198.342398664,170.560587976,0.102609018,0.048295218,-0.054313800,post_freeze_velocity_readout_no_refit
NGC5055,C,45.92,0.84118,0.0537965,179.000000000,95.640924556,0.725000000,198.070503338,169.902369173,0.101237239,0.052161833,-0.049075406,post_freeze_velocity_readout_no_refit
NGC5055,C,48.81,0.89412,0.0481031,179.000000000,93.241021284,0.725000000,196.673344097,168.229455323,0.094158395,0.062056953,-0.032101442,post_freeze_velocity_readout_no_refit
NGC5055,C,51.7,0.94706,0.043009,174.000000000,90.738305307,0.725000000,194.891728979,166.249537469,0.113388869,0.045565402,-0.067823467,post_freeze_velocity_readout_no_refit
NGC5055,C,54.59,1,0.0381804,172.000000000,87.850206602,0.725000000,192.308048307,163.582141838,0.111604028,0.050179216,-0.061424812,post_freeze_velocity_readout_no_refit
NGC5585,A,0.09,0.00821168,0.243063,11.200000000,9.000088888,1.050000000,14.287863574,14.552252308,0.243496697,0.261832001,0.018335304,post_freeze_velocity_readout_no_refit
NGC5585,A,0.26,0.0237226,0.377887,26.500000000,19.073631012,1.050000000,27.956908483,28.401072357,0.053519609,0.069282171,0.015762562,post_freeze_velocity_readout_no_refit
NGC5585,A,0.43,0.0392336,0.393804,33.700000000,25.040323480,1.050000000,36.434119286,37.003809076,0.078007841,0.093523018,0.015515177,post_freeze_velocity_readout_no_refit
NGC5585,A,0.6,0.0547445,0.362906,32.700000000,28.394769765,1.050000000,41.920988099,42.597299016,0.248411533,0.264415770,0.016004237,post_freeze_velocity_readout_no_refit
NGC5585,A,0.77,0.0702555,0.331116,33.700000000,30.725655404,1.050000000,46.115199432,46.884676633,0.313644764,0.330193060,0.016548296,post_freeze_velocity_readout_no_refit
NGC5585,A,0.94,0.0857664,0.305608,35.700000000,32.614624787,1.050000000,49.664360714,50.516847510,0.330136899,0.347156206,0.017019307,post_freeze_velocity_readout_no_refit
NGC5585,A,1.11,0.101277,0.28516,37.800000000,34.235087995,1.050000000,52.790906513,53.718697439,0.334029848,0.351452022,0.017422173,post_freeze_velocity_readout_no_refit
NGC5585,A,1.28,0.116788,0.257655,41.800000000,34.945405993,1.050000000,54.890068837,55.887301979,0.272436097,0.290440859,0.018004762,post_freeze_velocity_readout_no_refit
NGC5585,A,1.46,0.133212,0.237855,43.900000000,35.858992596,1.050000000,57.152444943,58.217117561,0.263807850,0.282265108,0.018457257,post_freeze_velocity_readout_no_refit
NGC5585,A,1.63,0.148723,0.222775,44.900000000,36.668441472,1.050000000,59.145378645,60.269225503,0.275560663,0.294383822,0.018823159,post_freeze_velocity_readout_no_refit
NGC5585,A,2.05,0.187044,0.195925,53.200000000,38.564540059,1.050000000,63.678523832,64.934223021,0.179788964,0.199316408,0.019527444,post_freeze_velocity_readout_no_refit
NGC5585,A,2.74,0.25,0.166735,64.300000000,41.129655360,1.050000000,69.936914055,71.377276989,0.084033977,0.104419938,0.020385961,post_freeze_velocity_readout_no_refit
NGC5585,A,3.42,0.312044,0.138253,73.100000000,41.842323669,1.050000000,73.598105203,75.185894280,0.006790914,0.028135271,0.021344356,post_freeze_velocity_readout_no_refit
NGC5585,A,4.11,0.375,0.126375,76.200000000,43.854825276,1.050000000,78.390596705,80.117385277,0.028342517,0.050131412,0.021788895,post_freeze_velocity_readout_no_refit
NGC5585,A,4.79,0.437044,0.113284,78.400000000,44.824798940,1.050000000,81.700446748,83.544229139,0.041235543,0.063552255,0.022316712,post_freeze_velocity_readout_no_refit
NGC5585,A,5.48,0.5,0.0976949,83.100000000,44.523800377,1.050000000,83.298803812,85.237553984,0.002389487,0.025397409,0.023007922,post_freeze_velocity_readout_no_refit
NGC5585,A,6.16,0.562044,0.0861634,88.000000000,44.332033565,1.050000000,84.776064619,86.798266172,0.037323568,0.013750168,-0.023573400,post_freeze_velocity_readout_no_refit
NGC5585,A,6.85,0.625,0.0738537,89.900000000,43.281010848,1.050000000,84.990585877,87.076064629,0.056157446,0.031915899,-0.024241547,post_freeze_velocity_readout_no_refit
NGC5585,A,7.53,0.687044,0.064936,90.600000000,42.550653932,1.050000000,85.399860825,87.542321170,0.059109742,0.034331866,-0.024777876,post_freeze_velocity_readout_no_refit
