GalaxyName,Class,PointIndex,RadiusKpc,RadiusFraction,aN_over_a0,HistoryStatePriorMeanSignedResidual,Predicted_S_tau_history_v01,ModelVelocity_S_tau1,ModelVelocity_HistoryRule,SignedLogResidual_S_tau1,SignedLogResidual_HistoryRule,AbsLogResidual_S_tau1,AbsLogResidual_HistoryRule,DeltaAbsLogResidual_HistoryMinusS1,InterpretationGuardrail
NGC2366,C,12,2.74,0.452145,0.0643421,-0.300575100,0.849712450,51.358397867,47.479698164,-0.080206236,-0.001679984,0.080206236,0.001679984,-0.078526252,causal_inner_residual_history_readout_not_external_prediction
NGC2366,C,13,2.97,0.490099,0.0624508,-0.282211028,0.858894486,52.943507532,49.170804442,-0.095943272,-0.022017865,0.095943272,0.022017865,-0.073925408,causal_inner_residual_history_readout_not_external_prediction
NGC2366,C,14,3.21,0.529703,0.0604668,-0.267882739,0.866058631,54.453238276,50.750499217,-0.109612007,-0.039191142,0.109612007,0.039191142,-0.070420865,causal_inner_residual_history_readout_not_external_prediction
NGC2366,C,15,3.44,0.567657,0.0584461,-0.256577687,0.871711157,55.735548252,52.085651333,-0.094692242,-0.026963594,0.094692242,0.026963594,-0.067728648,causal_inner_residual_history_readout_not_external_prediction
NGC2366,C,16,3.69,0.608911,0.0557282,-0.245785324,0.877107338,56.814642009,53.223654707,-0.086629126,-0.021337986,0.086629126,0.021337986,-0.065291139,causal_inner_residual_history_readout_not_external_prediction
NGC2366,C,17,3.92,0.646865,0.0534911,-0.235838061,0.882080969,57.760838408,54.235479611,-0.086019096,-0.023043386,0.086019096,0.023043386,-0.062975710,causal_inner_residual_history_readout_not_external_prediction
NGC2366,C,18,4.16,0.686469,0.0504328,-0.227025181,0.886487410,58.338261114,54.879962933,-0.082845156,-0.021735306,0.082845156,0.021735306,-0.061109850,causal_inner_residual_history_readout_not_external_prediction
NGC2366,C,19,4.4,0.726073,0.0477724,-0.219015180,0.890492410,58.912424110,55.516163241,-0.140312472,-0.080934676,0.140312472,0.080934676,-0.059377796,causal_inner_residual_history_readout_not_external_prediction
NGC2366,C,20,4.64,0.765677,0.0454744,-0.214872932,0.892563534,59.498793358,56.109486901,-0.142434360,-0.083783233,0.142434360,0.083783233,-0.058651127,causal_inner_residual_history_readout_not_external_prediction
NGC2366,C,21,4.87,0.80363,0.0443976,-0.211251003,0.894374498,60.463182209,57.065404767,-0.160452814,-0.102616254,0.160452814,0.102616254,-0.057836559,causal_inner_residual_history_readout_not_external_prediction
NGC2366,C,22,5.11,0.843234,0.0431236,-0.208832042,0.895583979,61.326843390,57.905977817,-0.196226474,-0.138829448,0.196226474,0.138829448,-0.057397026,causal_inner_residual_history_readout_not_external_prediction
NGC2366,C,23,5.35,0.882838,0.0411713,-0.208259061,0.895870469,61.770656673,58.312320698,-0.241864643,-0.184249606,0.241864643,0.184249606,-0.057615037,causal_inner_residual_history_readout_not_external_prediction
NGC2366,C,24,5.59,0.922442,0.0388994,-0.209720174,0.895139913,61.931703693,58.412995689,-0.214009219,-0.155515389,0.214009219,0.155515389,-0.058493831,causal_inner_residual_history_readout_not_external_prediction
NGC2366,C,25,5.82,0.960396,0.0364023,-0.209898884,0.895050558,61.775733470,58.231894889,-0.231690327,-0.172612929,0.231690327,0.172612929,-0.059077398,causal_inner_residual_history_readout_not_external_prediction
NGC2366,C,26,6.06,1,0.0345278,-0.210770542,0.894614729,61.903740221,58.313365808,-0.225630177,-0.165880902,0.225630177,0.165880902,-0.059749275,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,1,0.16,0.00766651,0.454641,0.000000000,1.000000000,23.283340264,23.283340264,0.050935023,0.050935023,0.050935023,0.050935023,0.000000000,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,2,0.26,0.0124581,0.648264,0.050935023,1.025467511,33.374682165,33.588420791,0.056085370,0.049701576,0.056085370,0.049701576,-0.006383795,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,3,0.36,0.0172496,0.830282,0.053510197,1.026755098,42.735256258,42.988546783,0.010816242,0.004906769,0.010816242,0.004906769,-0.005909473,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,4,0.46,0.0220412,0.94614,0.039278878,1.019639439,50.567078358,50.771778210,0.027942979,0.023903065,0.027942979,0.023903065,-0.004039914,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,5,0.56,0.0268328,0.983941,0.036444904,1.018222452,56.572834043,56.780632298,0.073704269,0.070037888,0.073704269,0.070037888,-0.003666381,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,6,0.66,0.0316243,0.937525,0.043896777,1.021948388,60.375236015,60.649788348,0.086040817,0.081503693,0.086040817,0.081503693,-0.004537125,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,7,0.76,0.0364159,0.895336,0.050920783,1.025460392,63.747573497,64.092611597,0.117559627,0.112161654,0.117559627,0.112161654,-0.005397973,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,8,0.86,0.0412075,0.836404,0.060440618,1.030220309,66.220366902,66.661934680,0.119152434,0.112506412,0.119152434,0.112506412,-0.006646023,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,9,0.96,0.045999,0.793012,0.067779595,1.033889798,68.686676938,69.215126834,0.082585258,0.074921073,0.082585258,0.074921073,-0.007664185,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,10,1.06,0.0507906,0.762512,0.069424669,1.034712334,71.208447478,71.781254969,0.072985621,0.064973708,0.072985621,0.064973708,-0.008011913,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,11,1.16,0.0555822,0.740421,0.069780764,1.034890382,73.745467660,74.350860897,0.062479087,0.054303373,0.062479087,0.054303373,-0.008175714,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,12,1.27,0.0608529,0.72371,0.069116975,1.034558488,76.563905885,77.193772601,0.085522546,0.077329521,0.085522546,0.077329521,-0.008193025,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,13,1.36,0.0651653,0.726599,0.070484106,1.035242053,79.338087523,80.002336305,0.085269366,0.076931838,0.085269366,0.076931838,-0.008337528,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,14,1.47,0.070436,0.71648,0.071621434,1.035810717,82.091002778,82.794390729,0.062666861,0.054134968,0.062666861,0.054134968,-0.008531892,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,15,1.57,0.0752276,0.714787,0.070981821,1.035490911,84.768987671,85.489699119,0.063207696,0.054741570,0.063207696,0.054741570,-0.008466126,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,16,1.67,0.0800192,0.720392,0.070463546,1.035231773,87.659761727,88.396681486,0.062357131,0.053985679,0.062357131,0.053985679,-0.008371452,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,17,1.77,0.0848107,0.722026,0.069956895,1.034978448,90.315891810,91.068813218,0.032506674,0.024204698,0.032506674,0.024204698,-0.008301976,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,18,1.87,0.0896023,0.717045,0.067753941,1.033876971,92.613447744,93.363845076,0.027545587,0.019475769,0.027545587,0.019475769,-0.008069817,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,19,1.97,0.0943939,0.711406,0.065520144,1.032760072,94.802476518,95.548262675,0.024975179,0.017139223,0.024975179,0.017139223,-0.007835956,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,20,2.08,0.0996646,0.705716,0.063386198,1.031693099,97.147680582,97.890029413,0.019897140,0.012284742,0.019897140,0.012284742,-0.007612399,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,21,2.18,0.104456,0.703442,0.061211745,1.030605873,99.346508827,100.080810337,-0.011607613,-0.018971748,0.011607613,0.018971748,0.007364135,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,22,2.28,0.109248,0.681381,0.057744157,1.028872078,100.507792306,101.219851904,-0.023229045,-0.030288687,0.023229045,0.030288687,0.007059643,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,23,2.37,0.11356,0.649427,0.054063557,1.027031778,100.824589271,101.509354143,-0.026376052,-0.033144738,0.026376052,0.033144738,0.006768686,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,24,2.47,0.118352,0.616729,0.050566183,1.025283091,101.160485229,101.819279760,-0.039937507,-0.046428763,0.039937507,0.046428763,0.006491256,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,25,2.57,0.123143,0.588239,0.046795195,1.023397598,101.571365949,102.197317469,-0.033755449,-0.039899214,0.033755449,0.039899214,0.006143765,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,26,2.68,0.128414,0.557796,0.043573170,1.021786585,101.907637592,102.506942078,-0.037060674,-0.042924309,0.037060674,0.042924309,0.005863635,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,27,2.78,0.133206,0.532963,0.040471868,1.020235934,102.240609962,102.810688019,-0.040322741,-0.045883101,0.040322741,0.045883101,0.005560360,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,28,2.88,0.137997,0.510248,0.037479475,1.018739738,102.581672737,103.121682194,-0.034529847,-0.039780230,0.034529847,0.039780230,0.005250383,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,29,2.98,0.142789,0.490706,0.034907714,1.017453857,103.019157463,103.532911196,-0.029744780,-0.034719359,0.029744780,0.034719359,0.004974579,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,30,3.08,0.14758,0.475208,0.032678317,1.016339159,103.639857421,104.130391589,-0.015949167,-0.020671066,0.015949167,0.020671066,0.004721899,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,31,3.19,0.152851,0.459644,0.031057401,1.015528701,104.334701069,104.810669389,-0.032483494,-0.037035057,0.032483494,0.037035057,0.004551563,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,32,3.29,0.157643,0.449888,0.029007695,1.014503847,105.219941913,105.672295339,-0.040932327,-0.045222235,0.040932327,0.045222235,0.004289908,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,33,3.39,0.162434,0.441887,0.026822069,1.013411035,106.185743768,106.610993062,-0.030460872,-0.034457643,0.030460872,0.034457643,0.003996771,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,34,3.49,0.167226,0.433714,0.025086222,1.012543111,107.089468770,107.493660843,-0.000835807,-0.004603042,0.000835807,0.004603042,0.003767235,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,35,3.59,0.172017,0.423408,0.024323810,1.012161905,107.769431003,108.167693198,0.020486319,0.016797628,0.020486319,0.016797628,-0.003688691,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,36,3.69,0.176809,0.416225,0.024214167,1.012107084,108.656491313,109.058979123,0.030307421,0.026610043,0.030307421,0.026610043,-0.003697379,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,37,3.79,0.1816,0.406662,0.024383424,1.012191712,109.294349679,109.705819860,0.042153750,0.038396030,0.042153750,0.038396030,-0.003757720,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,38,3.9,0.186871,0.394391,0.024863703,1.012431852,109.777945521,110.204484403,0.072224976,0.068347035,0.072224976,0.068347035,-0.003877941,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,39,3.99,0.191184,0.384286,0.026110053,1.013055026,110.112491219,110.566324560,0.069182134,0.065069061,0.069182134,0.065069061,-0.004113072,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,40,4.47,0.214183,0.33898,0.027214465,1.013607232,111.947417670,112.451472502,0.052655349,0.048162851,0.052655349,0.048162851,-0.004492497,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,41,4.97,0.238141,0.29798,0.027850487,1.013925244,113.281520970,113.827799798,0.065914489,0.061103767,0.065914489,0.061103767,-0.004810722,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,42,5.47,0.262099,0.26269,0.028778877,1.014389439,114.170470215,114.763715611,0.082588881,0.077406198,0.082588881,0.077406198,-0.005182684,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,43,5.96,0.285577,0.230862,0.030060068,1.015030034,114.384348748,115.030734623,0.088749479,0.083114387,0.088749479,0.083114387,-0.005635092,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,44,6.46,0.309535,0.203514,0.031424938,1.015712469,114.412792901,115.114214138,0.096469008,0.090357105,0.096469008,0.090357105,-0.006111903,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,45,6.96,0.333493,0.183011,0.032903212,1.016451606,114.817514769,115.576606929,0.092937867,0.086348333,0.092937867,0.086348333,-0.006589534,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,46,7.45,0.356972,0.166195,0.034237316,1.017118658,115.202155029,116.015154933,0.089593452,0.082561078,0.089593452,0.082561078,-0.007032374,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,47,7.95,0.38093,0.151756,0.035440710,1.017720355,115.605134432,116.469308785,0.086101536,0.078654113,0.086101536,0.078654113,-0.007447424,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,48,8.45,0.404887,0.140403,0.036518600,1.018259300,116.259235198,117.171821843,0.088364603,0.080545666,0.088364603,0.080545666,-0.007818936,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,49,8.94,0.428366,0.131174,0.037598725,1.018799362,117.005697525,117.966529803,0.089807634,0.081629325,0.089807634,0.081629325,-0.008178308,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,50,9.44,0.452324,0.122839,0.038664213,1.019332106,117.725001753,118.734098426,0.083678853,0.075143738,0.083678853,0.075143738,-0.008535115,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,51,9.94,0.476282,0.115006,0.039564506,1.019782253,118.266477415,119.319007797,0.071246725,0.062386442,0.071246725,0.062386442,-0.008860283,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,52,10.43,0.49976,0.109218,0.040185726,1.020092863,119.144422784,120.233415792,0.063850692,0.054752101,0.063850692,0.054752101,-0.009098591,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,53,10.93,0.523718,0.103577,0.040640821,1.020320411,119.892407852,121.013022711,0.065435525,0.056132098,0.065435525,0.056132098,-0.009303426,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,54,11.43,0.547676,0.0980472,0.041108646,1.020554323,120.442278181,121.593821505,0.076363832,0.066848292,0.076363832,0.066848292,-0.009515539,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,55,11.92,0.571155,0.0925759,0.041761520,1.020880760,120.722269597,121.908293944,0.074041836,0.064265377,0.074041836,0.064265377,-0.009776458,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,56,12.42,0.595113,0.0878556,0.042348434,1.021174217,121.143920461,122.363129837,0.085822658,0.075808825,0.085822658,0.075808825,-0.010013834,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,57,12.92,0.61907,0.0832886,0.043124760,1.021562380,121.421558375,122.678606555,0.091080684,0.080781147,0.091080684,0.080781147,-0.010299537,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,58,13.42,0.643028,0.0782643,0.043966092,1.021983046,121.250677027,122.545216845,0.092489015,0.081869049,0.092489015,0.081869049,-0.010619965,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,59,13.91,0.666507,0.0733586,0.044802694,1.022401347,120.844494810,122.174589818,0.095844576,0.084898042,0.095844576,0.084898042,-0.010946534,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,60,14.41,0.690465,0.0690836,0.045667811,1.022833905,120.584689765,121.951782726,0.097996803,0.086723385,0.097996803,0.086723385,-0.011273417,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,61,14.91,0.714423,0.0652084,0.046539960,1.023269980,120.337540346,121.741576876,0.107539170,0.095939224,0.107539170,0.095939224,-0.011599945,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,62,15.4,0.737901,0.0615487,0.047539948,1.023769974,119.975909974,121.419534394,0.110548828,0.098588025,0.110548828,0.098588025,-0.011960803,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,63,15.9,0.761859,0.057984,0.048556220,1.024278110,119.509330675,120.992277731,0.106954679,0.094622405,0.106954679,0.094622405,-0.012332274,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,64,16.4,0.785817,0.0546002,0.049483179,1.024741590,118.959120074,120.477693467,0.119059895,0.106375181,0.119059895,0.106375181,-0.012684714,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,65,16.89,0.809296,0.0512086,0.050570316,1.025285158,118.154474109,119.711100457,0.125846929,0.112758456,0.125846929,0.112758456,-0.013088473,causal_inner_residual_history_readout_not_external_prediction
NGC2403,A,66,17.39,0.833253,0.0481647,0.051728417,1.025864209,117.443208235,119.040397078,0.146700003,0.133191979,0.146700003,0.133191979,-0.013508024,causal_inner_residual_history_readout_not_external_prediction
