GalaxyName,Class,RadiusKpc,RadiusFraction,JoinRadiusDeltaKpc,StressDispersionOverRotationScale,S_tau_source_percentile,S_tau_source_log,aN_over_a0,VobsKms,VbarKms,ModelVelocity_S_tau1,ModelVelocity_SourcePercentile,ModelVelocity_SourceLog,AbsLogResidual_S_tau1,AbsLogResidual_SourcePercentile,AbsLogResidual_SourceLog,DeltaAbsLogResidual_SourcePercentileMinusS1,DeltaAbsLogResidual_SourceLogMinusS1,InterpretationGuardrail
NGC5055,C,43.17,0.790804,0.000000000,0.077002389,0.870078531,0.507752713,0.0592474,179.000000000,97.317632524,198.342398664,185.217112642,148.613231612,0.102609018,0.034142913,0.186038636,-0.068466105,0.083429618,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,45.92,0.84118,0.000000000,0.075749332,0.872197854,0.509266576,0.0537965,179.000000000,95.640924556,198.070503338,184.979783356,147.804885424,0.101237239,0.032860734,0.191492744,-0.068376505,0.090255505,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,48.81,0.89412,0.000000000,0.092498905,0.843868928,0.489175045,0.0481031,179.000000000,93.241021284,196.673344097,180.524344657,143.837532451,0.094158395,0.008479836,0.218701390,-0.085678559,0.124542995,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,51.7,0.94706,0.000000000,0.075660059,0.872348844,0.509374497,0.043009,174.000000000,90.738305307,194.891728979,181.596424046,143.791403101,0.113388869,0.042731475,0.190691639,-0.070657394,0.077302770,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC5055,C,54.59,1,0.000000000,0.073706009,0.875653772,0.511738974,0.0381804,172.000000000,87.850206602,192.308048307,179.319109706,141.305355343,0.111604028,0.041672478,0.196571287,-0.069931550,0.084967260,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,2.67,0.0735335,0.000000000,0.481121432,0.186582979,0.093419423,6.42222,221.000000000,251.978877131,265.106262773,254.428223851,253.205229923,0.181968036,0.140856067,0.136037644,-0.041111969,-0.045930392,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,3.21,0.0884054,0.000000000,0.372407176,0.370453825,0.192553773,5.88302,237.000000000,264.434751650,279.379392438,269.971050993,267.312398620,0.164510546,0.130254594,0.120357866,-0.034255953,-0.044152681,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,3.74,0.103002,0.000000000,0.306575406,0.481796566,0.256477593,5.48732,249.000000000,275.665231359,292.278866393,283.669623667,279.926256484,0.160255472,0.130357368,0.117073302,-0.029898104,-0.043182170,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,4.27,0.117598,0.000000000,0.343548533,0.419263092,0.220190029,4.81161,250.000000000,275.819632786,294.569112778,283.680597741,279.948081329,0.164052736,0.126388032,0.113143244,-0.037664705,-0.050909492,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,4.81,0.13247,0.000000000,0.381220405,0.355547814,0.184229602,4.19818,253.000000000,273.444263370,294.476690461,280.922296845,277.319059042,0.151810362,0.104688619,0.091779192,-0.047121743,-0.060031169,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,5.35,0.147342,0.000000000,0.335764480,0.432428434,0.227746051,3.804,257.000000000,274.512984265,297.578244074,284.487058444,279.766006102,0.146601111,0.101611679,0.084877476,-0.044989432,-0.061723634,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,5.88,0.161939,0.000000000,0.294774092,0.501756392,0.268276568,3.33194,257.000000000,269.341295627,294.790243349,282.110467816,276.168651981,0.137187979,0.093222639,0.071935652,-0.043965340,-0.065252327,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,6.41,0.176535,0.000000000,0.259608213,0.561233227,0.304083958,2.96273,257.000000000,265.180273079,292.943569713,280.761957641,273.622646206,0.130903911,0.088431100,0.062673869,-0.042472811,-0.068230042,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,7.48,0.206004,0.000000000,0.249537038,0.578266830,0.314523136,2.32976,257.000000000,254.022759846,286.682107907,272.908577519,264.294880418,0.109297879,0.060060773,0.027989366,-0.049237106,-0.081308513,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,8.55,0.235472,0.000000000,0.197314687,0.666591657,0.370039928,1.79829,255.000000000,238.604710410,276.586292342,263.922916046,252.659412253,0.081259315,0.034393531,0.009221160,-0.046865784,-0.072038155,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,9.62,0.264941,0.000000000,0.170235221,0.712391762,0.399788734,1.47648,248.000000000,229.332992720,272.031088797,259.750764618,246.403210495,0.092487611,0.046293827,0.006459485,-0.046193783,-0.086028126,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,10.66,0.293583,0.000000000,0.206149309,0.651649464,0.360479839,1.24287,247.000000000,221.491360148,268.562683408,252.165362720,238.459623178,0.083696008,0.020696737,0.035188335,-0.062999271,-0.048507672,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,11.74,0.323327,0.000000000,0.181984126,0.692520577,0.386798025,1.05307,246.000000000,213.958278690,265.382198645,249.570401409,233.848949366,0.075839510,0.014409509,0.050656145,-0.061430001,-0.025183365,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,12.83,0.353346,0.000000000,0.206033689,0.651845015,0.360604500,0.916963,244.000000000,208.715752233,264.124548816,244.833700073,228.696413620,0.079252542,0.003410980,0.064772806,-0.075841563,-0.014479736,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,13.91,0.38309,0.000000000,0.184969117,0.687471995,0.383518106,0.804172,242.000000000,203.518465182,262.721130094,244.218639339,226.223759099,0.082155402,0.009126161,0.067413132,-0.073029241,-0.014742269,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,15,0.413109,0.000000000,0.196123374,0.668606552,0.371334462,0.705618,238.000000000,197.968626858,260.871011666,240.025573477,221.326450079,0.091755403,0.008474800,0.072631912,-0.083280603,-0.019123491,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,16.08,0.442853,0.000000000,0.159442206,0.730646229,0.411837976,0.626504,236.000000000,193.139344076,259.473418184,241.606085177,220.458234897,0.094822458,0.023476848,0.068123539,-0.071345610,-0.026698919,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,17.07,0.470118,0.000000000,0.162251854,0.725894209,0.408690541,0.569269,233.000000000,189.688606616,258.933362048,239.952973588,217.988283175,0.105532286,0.029404507,0.066597139,-0.076127778,-0.038935147,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,18.15,0.499862,0.000000000,0.117993800,0.800748843,0.459176994,0.521799,234.000000000,187.264601620,259.423600897,245.045836803,220.398353998,0.103141135,0.046124167,0.059884506,-0.057016968,-0.043256629,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,19.24,0.529882,0.000000000,0.131761912,0.777462528,0.443260255,0.483306,236.000000000,185.557851841,260.466873776,243.796809405,218.762044006,0.098643884,0.032503325,0.075847223,-0.066140559,-0.022796661,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,20.32,0.559625,0.000000000,0.112895325,0.809372007,0.465120911,0.446102,237.000000000,183.208206066,260.776463330,245.989782127,219.286824549,0.095603437,0.037229858,0.077679567,-0.058373579,-0.017923870,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,21.41,0.589645,0.000000000,0.095697818,0.838458535,0.485372924,0.405491,238.000000000,179.293564943,259.526644750,246.565675496,218.236529490,0.086588701,0.035357716,0.086691201,-0.051230985,0.000102500,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,22.49,0.619389,0.000000000,0.099967540,0.831237059,0.480315333,0.369949,240.000000000,175.521892367,258.245168570,244.284545189,215.255150323,0.073270476,0.017694791,0.108814853,-0.055575685,0.035544377,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,23.48,0.646654,0.000000000,0.066447765,0.887929802,0.520559569,0.342322,238.000000000,172.517147409,257.379296418,247.868778576,216.692951121,0.078280185,0.040628814,0.093789294,-0.037651371,0.015509109,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,24.57,0.676673,0.000000000,0.090472584,0.847296090,0.491589227,0.311752,237.000000000,168.412056041,255.529580571,242.226393946,211.238092583,0.075278037,0.021812660,0.115074243,-0.053465377,0.039796206,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,25.65,0.706417,0.000000000,0.097487922,0.835430892,0.483250107,0.285705,236.000000000,164.728520148,253.925218957,239.246197798,207.832834392,0.073208005,0.013661333,0.127097729,-0.059546672,0.053889724,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,26.74,0.736436,0.000000000,0.084602216,0.857224774,0.498608657,0.263195,238.000000000,161.430432292,252.583990246,239.569520408,206.880385404,0.059473154,0.006572974,0.140129896,-0.052900180,0.080656741,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,27.82,0.76618,0.000000000,0.097816979,0.834874350,0.482860267,0.242469,239.000000000,158.041903462,251.007445324,235.656449796,202.931269827,0.049019049,0.014088529,0.163596202,-0.034930521,0.114577153,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,28.91,0.796199,0.000000000,0.113225769,0.808813120,0.464734847,0.222985,239.000000000,154.499860906,249.161976977,231.063822351,198.492644935,0.041639643,0.033769592,0.185711506,-0.007870051,0.144071863,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,29.89,0.823189,0.000000000,0.106496444,0.820194578,0.472619523,0.206912,241.000000000,151.328984996,247.403160498,230.128502829,196.735515994,0.026222301,0.046159073,0.202936665,0.019936771,0.176714364,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,30.98,0.853208,0.000000000,0.104679570,0.823267497,0.474756556,0.190961,236.000000000,148.005842891,245.535888271,228.299159233,194.308871342,0.039611316,0.033174934,0.194382792,-0.006436382,0.154771476,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,32.06,0.882952,0.000000000,0.100218947,0.830811848,0.480018148,0.177608,236.000000000,145.204147909,244.087911268,227.357950082,192.670148864,0.033696647,0.037306157,0.202852151,0.003609509,0.169155504,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,33.15,0.912972,0.000000000,0.098236765,0.834164357,0.482363109,0.166334,239.000000000,142.888699588,243.074291980,226.459949847,191.214533411,0.016903573,0.053895445,0.223067543,0.036991872,0.206163970,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,34.23,0.942716,0.000000000,0.097093458,0.836098058,0.483717589,0.156119,237.000000000,140.668705404,242.061858761,225.443324020,189.714357087,0.021133167,0.049991349,0.222540584,0.028858181,0.201407417,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,35.32,0.972735,0.000000000,0.096058526,0.837848461,0.484944895,0.146281,241.000000000,138.315115515,240.827295605,224.204787837,188.027873925,0.000716873,0.072237068,0.248206716,0.071520195,0.247489843,things_source_s_tau_velocity_readout_no_refit_not_validation
NGC7331,A,36.31,1,0.000000000,0.101853782,0.828046815,0.478087283,0.136593,238.000000000,135.517052691,238.884380898,221.110039588,184.935657784,0.003708999,0.073610179,0.252262705,0.069901180,0.248553706,things_source_s_tau_velocity_readout_no_refit_not_validation
